Артикул;Наименование;ТИП;стиль;"МРЦ руб";"цвет арматуры";"цвет абажура";"материал арматуры";"материал абажура";"цвет встройки";"цвет кабеля/цепи";производитель;цоколь;напряжение;"мощность ламп";"степень защиты";"кол-во ламп";диаметр;"диаметр абажура/плафона";ширина;высота;"диапазон регулировки min-max";коллекция;фото;вес;Количество
"LDP 711-1 MD";"Подвесной светильник Lumina Deco Setorre LDP 711-1 MD";Светильники;Лофт;15480;бронза;бронза;металл;металл;бронза;"прозрачный, бронза";"Lumina Deco";E27;220-240;40;IP20;1;270;270;;300;"350 - 1000";SETORRE;"https://luminadecoshop.ru/22913/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-md.jpg;https://luminadecoshop.ru/22916/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-md.jpg;https://luminadecoshop.ru/25770/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-1-md.jpg";2;5
"LDF 8802 MD";"Торшер Lumina Deco Amos LDF 8802 MD";Торшеры;Классический;30480;бронза;бронза;металл;металл;-;бронза;"Lumina Deco";E27;220-240;40;IP20;1;;260;500;1700;да;"AMOS ";"https://luminadecoshop.ru/22890/torsher-lumina-deco-amos-ldf-8802-md.jpg;https://luminadecoshop.ru/22904/torsher-lumina-deco-amos-ldf-8802-md.jpg;https://luminadecoshop.ru/23763/torsher-lumina-deco-amos-ldf-8802-md.jpg;https://luminadecoshop.ru/23764/torsher-lumina-deco-amos-ldf-8802-md.jpg";8;1
"LDP 711-3 MD";"Подвесной светильник Lumina Deco Setorre LDP 711-3 MD";Светильники;Лофт;53640;бронза;бронза;металл;металл;бронза;"прозрачный, бронза";"Lumina Deco";E27;220-240;40;IP20;3;270;270;1200;450;"500 - 1000";SETORRE;"https://luminadecoshop.ru/22974/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-3-md.jpg;https://luminadecoshop.ru/22979/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-3-md.jpg;https://luminadecoshop.ru/22982/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-3-md.jpg;https://luminadecoshop.ru/25771/podvesnoj-svetilnik-lumina-deco-setorre-ldp-711-3-md.jpg";"7 ";8
"LDP 081029 WT";"Подвесной светильник Lumina Deco Beltone LDP 081029 WT";Светильники;Современный;9900;белый;"белый, серебряный";"металл, алюминий";металл;серебряный;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;280;280;;460;"500 - 1300";BELTONE;"https://luminadecoshop.ru/22938/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/22949/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/22958/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/22963/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/24030/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg;https://luminadecoshop.ru/24719/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-wt.jpg";"4 ";1
"LDP 081029 BK";"Подвесной светильник Lumina Deco Beltone LDP 081029 BK";Светильники;Современный;9900;черный;черный;металл;металл;серебряный;серебряный;"Lumina Deco";E27;220-240;40;IP20;1;280;280;;460;"500 - 1300";BELTONE;"https://luminadecoshop.ru/23579/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg;https://luminadecoshop.ru/23581/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg;https://luminadecoshop.ru/23586/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg;https://luminadecoshop.ru/24065/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg;https://luminadecoshop.ru/25818/podvesnoj-svetilnik-lumina-deco-beltone-ldp-081029-bk.jpg";3;3
"LDP 1057-600";"Хрустальная подвесная люстра Lumina Deco Briza LDP 1057-600";Светильники;Современный;17200;прозрачный;прозрачный;"хрусталь, стекло, металл";стекло;хром;прозрачный;"Lumina Deco";G9;220-240;20;IP20;6-9;150;150;600;;"350 - 1100";BRIZA;"https://luminadecoshop.ru/23615/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg;https://luminadecoshop.ru/23620/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg;https://luminadecoshop.ru/23625/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg;https://luminadecoshop.ru/24087/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg;https://luminadecoshop.ru/25906/khrustalnaya-podvesnaya-lyustra-lumina-deco-briza-ldp-1057-600.jpg";8;8
"LDP 1157-5";"Хрустальная подвесная люстра Lumina Deco Gianna LDP 1157-5";Люстры;Классический;24900;"черный, хром";черный;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E27;220-240;40;IP20;5;560;140;560;500;"550 - 1300";GRAZIANA;"https://luminadecoshop.ru/23681/khrustalnaya-podvesnaya-lyustra-lumina-deco-gianna-ldp-1157-5.jpg;https://luminadecoshop.ru/23820/khrustalnaya-podvesnaya-lyustra-lumina-deco-gianna-ldp-1157-5.jpg;https://luminadecoshop.ru/24415/khrustalnaya-podvesnaya-lyustra-lumina-deco-gianna-ldp-1157-5.jpg;https://luminadecoshop.ru/25665/khrustalnaya-podvesnaya-lyustra-lumina-deco-gianna-ldp-1157-5.jpg";"12 ";1
"LDP 1158-4 KR";"Хрустальная подвесная люстра Lumina Deco Federrica LDP 1158-4 KR";Люстры;Классический;20900;"кремовый, хром";кремовый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E27;220-240;40;IP20;4;550;150;550;600;"650 - 1300";FEDERRICA;"https://luminadecoshop.ru/22361/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-4-kr.jpg;https://luminadecoshop.ru/23829/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-4-kr.jpg;https://luminadecoshop.ru/23839/khrustalnaya-podvesnaya-lyustra-lumina-deco-federrica-ldp-1158-4-kr.jpg";8;1
"LDP 1174-1 AMB";"Подвесной светильник Lumina Deco Varius LDP 1174-1 AMB";Светильники;Современный;9720;янтарный;;"стекло, металл";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;100;100;;400;"450 - 1100";VARIUS;"https://luminadecoshop.ru/23947/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-amb.jpg;https://luminadecoshop.ru/23955/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-amb.jpg;https://luminadecoshop.ru/25929/podvesnoj-svetilnik-lumina-deco-varius-ldp-1174-1-amb.jpg";3;1
"LDP 11765-3 BK";"Подвесной светильник Lumina Deco Optis LDP 11765-3 BK";Светильники;Лофт;25800;черный;прозрачный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;3;450;180;450;220;"400 - 1200";OPTIS;"https://luminadecoshop.ru/24027/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg;https://luminadecoshop.ru/24029/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg;https://luminadecoshop.ru/24060/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg;https://luminadecoshop.ru/25545/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg;https://luminadecoshop.ru/25758/podvesnoj-svetilnik-lumina-deco-optis-ldp-11765-3-bk.jpg";6;1
"LDW 1726-1W MD";"Бра Lumina Deco Alessia LDW 1726-1W MD";Бра;Классический;10080;бронза;коричневый;"металл, хрусталь, ткань";ткань;бронза;;"Lumina Deco";E27;220-240;40;IP20;1;;150;300;400;;ALESSIA;"https://luminadecoshop.ru/28261/bra-lumina-deco-alessia-ldw-1726-1w-md.jpg;https://luminadecoshop.ru/28312/bra-lumina-deco-alessia-ldw-1726-1w-md.jpg;https://luminadecoshop.ru/28313/bra-lumina-deco-alessia-ldw-1726-1w-md.jpg;https://luminadecoshop.ru/28314/bra-lumina-deco-alessia-ldw-1726-1w-md.jpg";3;5
"LDP 1726-4 MD";"Хрустальная подвесная люстра Lumina Deco Alessia LDP 1726-4 MD";Люстры;Классический;52920;бронза;коричневый;"металл, хрусталь, ткань";ткань;бронза;"прозрачный, бронза";"Lumina Deco";E27;220-240;40;IP20;4;500;150;500;500;"550 - 1300";ALESSIA;"https://luminadecoshop.ru/24101/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg;https://luminadecoshop.ru/24110/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg;https://luminadecoshop.ru/24125/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg;https://luminadecoshop.ru/24134/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg;https://luminadecoshop.ru/25668/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-4-md.jpg";8;2
"LDP 1726-6 MD";"Хрустальная подвесная люстра Lumina Deco Alessia LDP 1726-6 MD";Люстры;Классический;66960;бронза;коричневый;"металл, хрусталь, ткань";ткань;бронза;"прозрачный, бронза";"Lumina Deco";E27;220-240;40;IP20;"6, 6-9";660;150;660;550;"600 - 1300";ALESSIA;"https://luminadecoshop.ru/23919/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg;https://luminadecoshop.ru/24142/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg;https://luminadecoshop.ru/24144/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg;https://luminadecoshop.ru/24151/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg;https://luminadecoshop.ru/24163/khrustalnaya-podvesnaya-lyustra-lumina-deco-alessia-ldp-1726-6-md.jpg";"12 ";5
"LDP 11509-4 BK";"Подвесной светильник Lumina Deco Stradi LDP 11509-4 BK";Светильники;"Современный, Лофт";34200;черный;янтарный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;4;500;95;500;550;"600 - 1200";STRADI;"https://luminadecoshop.ru/24059/podvesnoj-svetilnik-lumina-deco-stradi-ldp-11509-4-bk.jpg;https://luminadecoshop.ru/24334/podvesnoj-svetilnik-lumina-deco-stradi-ldp-11509-4-bk.jpg;https://luminadecoshop.ru/24344/podvesnoj-svetilnik-lumina-deco-stradi-ldp-11509-4-bk.jpg;https://luminadecoshop.ru/25869/podvesnoj-svetilnik-lumina-deco-stradi-ldp-11509-4-bk.jpg;https://luminadecoshop.ru/28900/podvesnoj-svetilnik-lumina-deco-stradi-ldp-11509-4-bk.jpg";6;7
"LDP 9179 WT";"Подвесной светильник Lumina Deco Bora LDP 9179 WT";Светильники;Современный;3900;"белый, серебряный";"белый, серебряный";"металл, алюминий";"металл, алюминий";хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;150;150;;320;" 400 - 1100";"BORA ";"https://luminadecoshop.ru/24630/podvesnoj-svetilnik-lumina-deco-bora-ldp-9179-wt.jpg;https://luminadecoshop.ru/24634/podvesnoj-svetilnik-lumina-deco-bora-ldp-9179-wt.jpg;https://luminadecoshop.ru/24643/podvesnoj-svetilnik-lumina-deco-bora-ldp-9179-wt.jpg;https://luminadecoshop.ru/24651/podvesnoj-svetilnik-lumina-deco-bora-ldp-9179-wt.jpg;https://luminadecoshop.ru/24693/podvesnoj-svetilnik-lumina-deco-bora-ldp-9179-wt.jpg;https://luminadecoshop.ru/24780/podvesnoj-svetilnik-lumina-deco-bora-ldp-9179-wt.jpg";3;1
"LDP 6078-12";"Хрустальная подвесная люстра Lumina Deco Follio LDP 6078-12";Люстры;Современный;34300;хром;хром;"металл, стекло, хрусталь";металл;хром;"прозрачный, хром";"Lumina Deco";G9;220-240;10;IP20;"12, 10 и выше";700;;700;700;"750 - 1400";FOLLIO;"https://luminadecoshop.ru/23616/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-12.jpg;https://luminadecoshop.ru/24974/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-12.jpg;https://luminadecoshop.ru/24980/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-12.jpg;https://luminadecoshop.ru/24986/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-12.jpg;https://luminadecoshop.ru/24993/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-12.jpg;https://luminadecoshop.ru/25954/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-12.jpg";14;1
"LDP 6602-6";"Хрустальная подвесная люстра Lumina Deco Redford LDP 6602-6";Люстры;Современный;17000;"черный, хром";черный;"металл, стекло, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";700;180;700;560;"600 - 1200";REDFORD;"https://luminadecoshop.ru/24017/khrustalnaya-podvesnaya-lyustra-lumina-deco-redford-ldp-6602-6.jpg;https://luminadecoshop.ru/25004/khrustalnaya-podvesnaya-lyustra-lumina-deco-redford-ldp-6602-6.jpg;https://luminadecoshop.ru/25011/khrustalnaya-podvesnaya-lyustra-lumina-deco-redford-ldp-6602-6.jpg;https://luminadecoshop.ru/25014/khrustalnaya-podvesnaya-lyustra-lumina-deco-redford-ldp-6602-6.jpg;https://luminadecoshop.ru/25802/khrustalnaya-podvesnaya-lyustra-lumina-deco-redford-ldp-6602-6.jpg";9;1
"LDP 6803 TEA";"Подвесной светильник Lumina Deco Zubi LDP 6803 TEA";Светильники;Лофт;9000;янтарный;янтарный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;;"280 - 1200";ZUBI;"https://luminadecoshop.ru/25106/podvesnoj-svetilnik-lumina-deco-zubi-ldp-6803-tea.jpg;https://luminadecoshop.ru/25116/podvesnoj-svetilnik-lumina-deco-zubi-ldp-6803-tea.jpg;https://luminadecoshop.ru/25121/podvesnoj-svetilnik-lumina-deco-zubi-ldp-6803-tea.jpg;https://luminadecoshop.ru/25751/podvesnoj-svetilnik-lumina-deco-zubi-ldp-6803-tea.jpg";2;15
"LDP 8358 WT";"Подвесной светильник Lumina Deco Cornella LDP 8358 WT";Светильники;Современный;6400;белый;белый;металл;металл;белый;белый;"Lumina Deco";E27;220-240;40;IP20;1;360;360;;300;"350 - 1100";CORNELLA;"https://luminadecoshop.ru/24136/podvesnoj-svetilnik-lumina-deco-cornella-ldp-8358-wt.jpg;https://luminadecoshop.ru/25143/podvesnoj-svetilnik-lumina-deco-cornella-ldp-8358-wt.jpg;https://luminadecoshop.ru/25814/podvesnoj-svetilnik-lumina-deco-cornella-ldp-8358-wt.jpg";3;1
"LDP 6810 GY";"Подвесной светильник Lumina Deco Brosso LDP 6810 GY";Светильники;Современный;13320;"дымчатый серый";"темно серый";"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;300;"350 - 1100";BROSSO;"https://luminadecoshop.ru/23929/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-gy.jpg;https://luminadecoshop.ru/25154/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-gy.jpg;https://luminadecoshop.ru/27943/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-gy.jpg;https://luminadecoshop.ru/27944/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-gy.jpg;https://luminadecoshop.ru/27945/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-gy.jpg;https://luminadecoshop.ru/27946/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-gy.jpg";3;36
"LDP 8136-9";"Хрустальная подвесная люстра Lumina Deco Arterro LDP 8136-9";Люстры;Современный;37750;хром;"прозрачный, хром";"металл, стекло, хрусталь";металл;хром;"прозрачный, хром";"Lumina Deco";G9;220-240;20;IP20;"6-9, 9";680;;680;700;"750  - 1200";"ARTERRO ";"https://luminadecoshop.ru/23995/khrustalnaya-podvesnaya-lyustra-lumina-deco-arterro-ldp-8136-9.jpg;https://luminadecoshop.ru/25147/khrustalnaya-podvesnaya-lyustra-lumina-deco-arterro-ldp-8136-9.jpg;https://luminadecoshop.ru/25148/khrustalnaya-podvesnaya-lyustra-lumina-deco-arterro-ldp-8136-9.jpg;https://luminadecoshop.ru/25150/khrustalnaya-podvesnaya-lyustra-lumina-deco-arterro-ldp-8136-9.jpg;https://luminadecoshop.ru/25953/khrustalnaya-podvesnaya-lyustra-lumina-deco-arterro-ldp-8136-9.jpg";"10 ";5
"LDP 8066-300 PR";"Подвесной светильник Lumina Deco Tosso LDP 8066-300 PR";Светильники;Современный;16200;прозрачный;прозрачный;"хрусталь, стекло, металл";стекло;хром;прозрачный;"Lumina Deco";G9;220-240;40;IP20;4;300;300;;150;"250 - 1100";TOSSO;"https://luminadecoshop.ru/23942/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-300-pr.jpg;https://luminadecoshop.ru/25158/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-300-pr.jpg;https://luminadecoshop.ru/25160/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-300-pr.jpg;https://luminadecoshop.ru/25162/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-300-pr.jpg;https://luminadecoshop.ru/25829/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-300-pr.jpg";5;12
"LDP 8066-400 PR";"Подвесной светильник Lumina Deco Tosso LDP 8066-400 PR";Светильники;Современный;26300;прозрачный;прозрачный;"хрусталь, стекло, металл";стекло;хром;прозрачный;"Lumina Deco";G9;220-240;40;IP20;"6, 6-9";400;400;;200;"300 - 1200";TOSSO;"https://luminadecoshop.ru/23944/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-400-pr.jpg;https://luminadecoshop.ru/25167/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-400-pr.jpg;https://luminadecoshop.ru/25169/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-400-pr.jpg;https://luminadecoshop.ru/25830/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-400-pr.jpg";"7 ";4
"LDP 6811-1 GD";"Подвесной светильник Lumina Deco Alacosmo LDP 6811-1 GD";Светильники;Современный;7300;золотой;золотой;"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;180;180;;340;"400 - 1100";;"https://luminadecoshop.ru/28098/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-1-gd.jpg;https://luminadecoshop.ru/28099/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-1-gd.jpg;https://luminadecoshop.ru/28100/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-1-gd.jpg;https://luminadecoshop.ru/28101/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-1-gd.jpg";3;39
"LDP 8066-500 PR";"Подвесной светильник Lumina Deco Tosso LDP 8066-500 PR";Светильники;Современный;48300;прозрачный;прозрачный;"хрусталь, стекло, металл";стекло;хром;прозрачный;"Lumina Deco";G9;220-240;40;IP20;"6-9, 9";500;500;;250;"400 - 1200";TOSSO;"https://luminadecoshop.ru/25180/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-500-pr.jpg;https://luminadecoshop.ru/25181/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-500-pr.jpg;https://luminadecoshop.ru/25183/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-500-pr.jpg;https://luminadecoshop.ru/25831/podvesnoj-svetilnik-lumina-deco-tosso-ldp-8066-500-pr.jpg";9;8
"LDP 6811-1 R.GD";"Подвесной светильник Lumina Deco Alacosmo LDP 6811-1 R.GD";Светильники;Современный;7300;"розовое золото";;"металл, стекло";стекло;розово-золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;180;180;;340;" 400 - 1100";;"https://luminadecoshop.ru/27955/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-1-rgd.jpg;https://luminadecoshop.ru/27956/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-1-rgd.jpg;https://luminadecoshop.ru/27957/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-1-rgd.jpg;https://luminadecoshop.ru/27958/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-1-rgd.jpg";3;25
"LDP 6811-3 PR R.GD";"Подвесной светильник Lumina Deco Alacosmo LDP 6811-3 PR R.GD";Светильники;Современный;24900;"розовое золото";"розовое золото";"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;180;180;650;340;" 400 - 1100";ALACOSMO;"https://luminadecoshop.ru/25227/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-3-pr-rgd.jpg;https://luminadecoshop.ru/25232/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-3-pr-rgd.jpg;https://luminadecoshop.ru/25825/podvesnoj-svetilnik-lumina-deco-alacosmo-ldp-6811-3-pr-rgd.jpg";9;12
"LDP 6810 PR";"Подвесной светильник Lumina Deco Brosso LDP 6810 PR";Светильники;Современный;11880;прозрачный;прозрачный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;300;"350 - 1100";BROSSO;"https://luminadecoshop.ru/23930/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-pr.jpg;https://luminadecoshop.ru/25241/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-pr.jpg;https://luminadecoshop.ru/25242/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-pr.jpg;https://luminadecoshop.ru/25898/podvesnoj-svetilnik-lumina-deco-brosso-ldp-6810-pr.jpg";3;62
"LDP 8008 BK";"Подвесной светильник Lumina Deco Nino LDP 8008 BK";Светильники;"Индустриальный, Лофт";18000;черный;черный;металл;металл;черный;черный;"Lumina Deco";E27;220-240;40;IP20;5;450;450;;140;"400 - 900";"NINO ";"https://luminadecoshop.ru/24070/podvesnoj-svetilnik-lumina-deco-nino-ldp-8008-bk.jpg;https://luminadecoshop.ru/25239/podvesnoj-svetilnik-lumina-deco-nino-ldp-8008-bk.jpg;https://luminadecoshop.ru/25240/podvesnoj-svetilnik-lumina-deco-nino-ldp-8008-bk.jpg;https://luminadecoshop.ru/25745/podvesnoj-svetilnik-lumina-deco-nino-ldp-8008-bk.jpg";5;1
"LDP 6857 BK+GD";"Подвесной светильник Lumina Deco Zonda LDP 6857 BK+GD";Светильники;Лофт;7440;черный;черный;металл;металл;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;310;310;;180;"300 - 1100";ZONDA;"https://luminadecoshop.ru/23932/podvesnoj-svetilnik-lumina-deco-zonda-ldp-6857-bkgd.jpg;https://luminadecoshop.ru/25248/podvesnoj-svetilnik-lumina-deco-zonda-ldp-6857-bkgd.jpg;https://luminadecoshop.ru/25249/podvesnoj-svetilnik-lumina-deco-zonda-ldp-6857-bkgd.jpg;https://luminadecoshop.ru/25250/podvesnoj-svetilnik-lumina-deco-zonda-ldp-6857-bkgd.jpg;https://luminadecoshop.ru/25863/podvesnoj-svetilnik-lumina-deco-zonda-ldp-6857-bkgd.jpg";2;1
